-13.125,-157.5625,-42.6875,-1.5,-105.25,-35.125,2025-11-19 13:49:48.307

-14.0,-157.5625,-42.25,-1.5,-105.25,-35.125,2025-11-19 13:49:48.308

-13.6875,-157.0,-42.1875,-1.5,-105.25,-35.125,2025-11-19 13:49:48.309

-13.6875,-157.25,-42.3125,-1.5,-105.25,-35.125,2025-11-19 13:49:48.317

-13.875,-157.125,-42.0625,-1.5,-105.25,-35.125,2025-11-19 13:49:48.332

-13.75,-157.1875,-41.9375,-1.5,-105.25,-35.125,2025-11-19 13:49:48.348

-13.6875,-157.25,-42.0,-1.5,-105.25,-35.125,2025-11-19 13:49:48.365

-13.8125,-157.375,-41.9375,-1.5,-105.25,-35.125,2025-11-19 13:49:48.383

-13.6875,-157.125,-42.0625,-1.5,-105.25,-35.125,2025-11-19 13:49:48.396

-13.75,-157.0,-42.0625,-1.5,-105.25,-35.125,2025-11-19 13:49:48.413

-13.4375,-156.875,-42.125,-1.5,-105.25,-35.125,2025-11-19 13:49:48.429

-13.5625,-157.0625,-42.25,-1.5,-105.25,-35.125,2025-11-19 13:49:48.445

-13.6875,-157.0,-42.125,-1.5,-105.25,-35.125,2025-11-19 13:49:48.463

-13.5625,-157.0625,-42.3125,-1.5,-105.25,-35.125,2025-11-19 13:49:48.477

-13.625,-156.875,-42.4375,-1.5,-105.25,-35.125,2025-11-19 13:49:48.493

-13.5,-156.9375,-42.375,-1.5,-105.25,-35.125,2025-11-19 13:49:48.510

-13.375,-156.8125,-42.4375,-1.5,-105.25,-35.125,2025-11-19 13:49:48.525

-13.5,-157.0625,-42.25,-1.5,-105.25,-35.125,2025-11-19 13:49:48.541

-13.375,-157.0625,-42.375,-1.5,-105.25,-35.125,2025-11-19 13:49:48.557

-13.4375,-157.3125,-42.5,-1.5,-105.25,-35.125,2025-11-19 13:49:48.573

-13.5625,-157.4375,-42.5625,-1.5,-105.25,-35.125,2025-11-19 13:49:48.589

-13.5625,-157.375,-42.375,-1.5,-105.25,-35.125,2025-11-19 13:49:48.605

-13.6875,-157.3125,-42.0625,-1.5,-105.25,-35.125,2025-11-19 13:49:48.621

-13.875,-157.4375,-42.0,-1.5,-105.25,-35.125,2025-11-19 13:49:48.637

-14.1875,-157.375,-41.9375,-1.5,-105.25,-35.125,2025-11-19 13:49:48.652

-14.3125,-157.4375,-41.8125,-1.5,-105.25,-35.125,2025-11-19 13:49:48.669

